Cu,Ni,Mn,P,C,Si,DeltaYS,temp_diff,LogFluence
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,26.0,-0.17419354838710888,-1.970264921609063
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,45.0,-0.17419354838710888,-1.8788429480630418
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,3.0,-0.17419354838710888,-1.7050394978824979
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,27.0,-0.17419354838710888,-1.5168590649950262
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,7.0,-0.17419354838710888,-1.251633641268461
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,12.0,-0.17419354838710888,-1.1507996149679394
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,58.0,-0.17419354838710888,-0.9174891247504601
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,10.0,-0.17419354838710888,-0.9174891247504601
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,13.0,-0.17419354838710888,-0.49763556515587587
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,89.0,19.82580645161289,-0.3448219280403873
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,71.0,-0.17419354838710888,-0.31811918450589405
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,31.0,-0.17419354838710888,-0.11698533069391061
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,47.0,19.82580645161289,-0.04422970854183901
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,15.0,-20.17419354838711,-0.04422970854183901
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,52.0,-0.17419354838710888,-0.01067741152238633
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,23.0,19.82580645161289,-0.01067741152238633
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,21.0,19.82580645161289,-0.01067741152238633
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,55.0,-20.17419354838711,0.00547467778501494
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,42.0,-0.17419354838710888,0.10858392857364958
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,23.0,-0.17419354838710888,0.42616739898390593
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,62.0,-10.174193548387109,0.4746433786007364
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,41.0,-0.17419354838710888,0.48238460955065543
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,36.0,-0.17419354838710888,0.7898263825341632
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,39.0,19.82580645161289,0.8407028286278233
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,67.0,-20.17419354838711,0.8625820046862347
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,66.0,-0.17419354838710888,0.8837529911026365
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,47.0,19.82580645161289,0.8961343017056874
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,73.0,-20.17419354838711,0.939626995525328
-0.4630098967742582,-1.407532853379492,-0.6927152552885032,0.5993337850220578,1.4132404022783214,0.2344386952877629,53.0,-0.17419354838710888,1.3736211493230908
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,10.0,-0.17419354838710888,-1.970264921609063
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,11.0,-0.17419354838710888,-1.8788429480630418
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,27.0,-0.17419354838710888,-1.7050394978824979
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,24.0,-0.17419354838710888,-1.5168590649950262
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,18.0,-0.17419354838710888,-1.251633641268461
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,22.0,-0.17419354838710888,-1.1507996149679394
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,47.0,-0.17419354838710888,-0.9174891247504601
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,35.0,-0.17419354838710888,-0.9174891247504601
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,39.0,-0.17419354838710888,-0.49763556515587587
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,42.0,-20.17419354838711,-0.292463881356696
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,37.0,-0.17419354838710888,-0.11698533069391061
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,30.0,19.82580645161289,-0.04422970854183901
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,28.0,-0.17419354838710888,-0.01067741152238633
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,33.0,-20.17419354838711,0.00547467778501494
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,29.0,-0.17419354838710888,0.10858392857364958
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,47.0,-0.17419354838710888,0.7898263825341632
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,41.0,19.82580645161289,0.8407028286278233
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,52.0,-20.17419354838711,0.8625820046862347
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,43.0,-0.17419354838710888,0.8837529911026365
-0.8836442724153803,0.0510650417945952,-0.3896405991776106,-0.4075677614598298,-3.063870860742434,-1.6664229563689048,38.0,19.82580645161289,0.8961343017056874
